employee_id,name,gender,department,job_role,age,job_level,performance_rating,job_satisfaction,job_involvement,environment_satisfaction,monthly_income,percent_salary_hike,stock_option_level,years_at_company,years_in_current_role,total_working_years,distance_from_home,business_travel,over_time,attrition
EMP_00257,Margaret Young,Male,Quality Assurance,QA Engineer,44,3,2,4,3,3,14106,21,3,3,2,21,12,Travel_Rarely,No,No
EMP_00839,Laura Lopez,Male,Customer Service,Customer Success Manager,38,3,2,2,4,3,12388,18,1,14,10,17,3,Non-Travel,No,No
EMP_00317,Anthony Clark,Female,Supply Chain,Logistics Manager,31,5,3,4,4,4,8177,17,0,8,3,10,11,Travel_Frequently,No,No
EMP_00500,Jeffrey Green,Male,Engineering,DevOps Engineer,40,2,4,3,4,4,9398,17,2,7,5,16,17,Travel_Rarely,No,No
EMP_01600,Sandra Hill,Male,Administration,Executive Assistant,42,2,3,4,2,2,4729,12,0,7,5,8,2,Travel_Frequently,Yes,No
EMP_01177,Susan Walker,Male,Legal,Legal Counsel,37,4,2,2,3,3,9690,18,0,2,1,15,8,Non-Travel,Yes,No
EMP_01552,Kevin Perez,Female,Quality Assurance,Test Analyst,36,2,2,3,2,4,10380,14,1,6,2,8,3,Travel_Frequently,Yes,No
EMP_00963,Amanda Scott,Female,Marketing,Brand Strategist,49,2,3,3,4,3,11364,23,1,5,3,10,17,Non-Travel,No,No
EMP_01229,Sarah Williams,Male,Operations,Operations Analyst,36,2,3,2,1,3,7188,17,3,10,4,14,17,Travel_Frequently,No,No
EMP_00311,Rebecca Green,Female,Product,Product Manager,50,5,3,4,2,2,11341,18,1,9,8,22,9,Non-Travel,No,No
EMP_00509,Nancy Sanchez,Male,Marketing,Brand Strategist,32,3,4,3,4,3,10237,23,2,9,8,9,20,Travel_Rarely,Yes,No
EMP_00216,Anthony Allen,Female,Customer Service,Support Specialist,42,5,3,3,3,4,11149,13,1,6,2,17,17,Non-Travel,No,No
EMP_01185,Michelle Gonzalez,Female,Research & Development,R&D Manager,33,2,2,2,3,3,9499,12,1,9,2,9,19,Non-Travel,Yes,No
EMP_01386,Timothy Johnson,Female,Administration,Administrative Coordinator,29,3,4,2,3,4,10576,18,1,8,0,8,4,Non-Travel,No,No
EMP_00378,Charles Harris,Female,Quality Assurance,Quality Manager,54,3,4,2,3,2,12308,17,1,5,1,23,14,Travel_Rarely,Yes,No
EMP_01682,Laura Baker,Female,Research & Development,Innovation Specialist,25,4,4,4,1,3,10958,17,1,7,4,7,23,Travel_Rarely,Yes,No
EMP_00629,Deborah Smith,Female,Engineering,Technical Lead,42,2,3,4,4,4,12108,13,1,15,10,17,1,Non-Travel,No,No
EMP_00421,Michael Adams,Female,Quality Assurance,Quality Manager,34,2,3,4,3,2,6817,22,1,7,2,13,4,Non-Travel,No,No
EMP_01664,Donald Jones,Female,Engineering,DevOps Engineer,42,3,4,1,2,3,5613,20,0,9,4,17,4,Travel_Rarely,No,No
EMP_00802,Sarah King,Female,Product,Product Owner,48,3,3,4,3,3,10794,13,1,5,2,19,13,Travel_Frequently,No,No
EMP_01514,Jennifer Taylor,Female,Supply Chain,Inventory Manager,26,3,4,3,3,3,5745,17,3,4,2,4,1,Travel_Rarely,Yes,Yes
EMP_00148,Sarah Hill,Male,Human Resources,Compensation Analyst,36,2,2,4,2,4,10889,17,3,12,9,13,2,Non-Travel,Yes,No
EMP_00965,Thomas Nguyen,Female,IT,IT Manager,36,4,2,3,3,3,6277,20,3,8,1,8,11,Non-Travel,No,No
EMP_01639,Rebecca Moore,Male,Customer Service,Service Representative,47,3,4,2,1,3,5156,17,1,7,1,12,8,Travel_Frequently,No,No
EMP_01738,Kenneth Allen,Female,Legal,Contract Specialist,40,2,2,1,3,3,5461,11,1,0,0,7,28,Travel_Rarely,No,Yes
EMP_00028,Timothy Thompson,Male,Marketing,Marketing Manager,46,2,4,4,3,3,9084,25,3,13,6,22,16,Travel_Rarely,No,No
EMP_01604,Brian Robinson,Female,IT,System Administrator,34,3,3,4,4,2,4784,17,3,4,4,8,10,Travel_Rarely,No,No
EMP_00561,Donna Thomas,Female,Supply Chain,Procurement Specialist,48,2,4,2,4,3,12577,13,2,16,7,25,19,Travel_Frequently,No,No
EMP_01046,David Torres,Male,Operations,Quality Specialist,43,2,3,1,2,3,5049,17,2,2,2,6,9,Travel_Rarely,No,Yes
EMP_00127,Lisa Ramirez,Female,Legal,Contract Specialist,46,4,4,3,4,3,12505,12,2,20,4,23,10,Travel_Rarely,No,No
EMP_01590,Timothy Williams,Male,Research & Development,Innovation Specialist,26,2,3,2,1,2,10573,11,0,1,0,2,13,Travel_Rarely,No,No
EMP_00824,Carol King,Female,Engineering,Software Engineer,52,3,3,3,4,4,8094,15,3,20,1,21,6,Travel_Rarely,Yes,No
EMP_00754,Patricia Nelson,Male,Marketing,Marketing Specialist,28,4,3,4,2,3,14510,18,0,4,1,7,18,Travel_Rarely,Yes,No
EMP_00014,Melissa Adams,Male,Finance,Finance Manager,51,2,3,3,4,3,8877,13,0,10,1,17,5,Travel_Rarely,No,No
EMP_01746,Joseph Miller,Male,Engineering,Software Engineer,38,1,1,1,1,1,4522,10,0,3,2,10,13,Travel_Rarely,Yes,Yes
EMP_01397,Elizabeth Allen,Male,Operations,Operations Analyst,24,2,3,1,4,1,5304,22,2,6,0,6,25,Non-Travel,Yes,Yes
EMP_00290,Jason Jones,Male,Product,Product Manager,45,3,3,3,4,4,6173,19,1,4,3,16,14,Travel_Frequently,No,No
EMP_01769,George Lewis,Male,Human Resources,Recruiter,28,3,3,1,1,1,3693,15,0,0,0,6,17,Travel_Frequently,No,Yes
EMP_00272,Joseph White,Female,Customer Service,Customer Success Manager,37,2,3,2,4,4,9532,14,2,10,1,12,16,Non-Travel,No,No
EMP_01256,John Sanchez,Female,Marketing,Marketing Manager,29,3,3,1,2,1,10409,18,1,4,1,7,1,Travel_Frequently,Yes,No
EMP_00721,Sarah Nelson,Female,Finance,Finance Manager,44,4,3,4,2,3,6661,20,1,5,2,10,1,Non-Travel,No,No
EMP_00019,James Clark,Male,Human Resources,Compensation Analyst,39,2,3,4,4,2,14680,15,1,13,1,15,2,Travel_Frequently,No,No
EMP_01724,Karen Flores,Female,Human Resources,HR Specialist,36,3,1,1,2,1,4332,14,0,3,3,14,29,Travel_Frequently,No,Yes
EMP_00706,John Thomas,Female,IT,System Administrator,45,3,3,3,2,4,14462,24,1,19,3,19,13,Non-Travel,No,No
EMP_01967,Laura Jackson,Female,Operations,Process Engineer,30,2,2,1,2,1,6183,11,0,1,0,3,18,Travel_Frequently,Yes,Yes
EMP_01954,Charles Thompson,Female,Human Resources,HR Manager,34,1,2,3,1,2,4374,13,0,5,1,14,19,Travel_Rarely,Yes,Yes
EMP_00524,William Smith,Male,Product,UX Designer,55,2,3,3,4,2,14751,23,0,19,8,31,16,Travel_Rarely,No,No
EMP_00426,Linda Green,Male,Marketing,Content Manager,55,3,3,4,4,3,7462,15,3,10,3,21,13,Travel_Rarely,Yes,No
EMP_00181,Nancy Garcia,Female,Research & Development,R&D Manager,30,2,2,3,3,4,7749,22,2,6,3,7,16,Non-Travel,No,No
EMP_00313,Jeffrey Rodriguez,Female,Administration,Administrative Coordinator,54,2,2,3,3,3,7271,22,2,8,3,34,9,Non-Travel,No,No
EMP_01861,Patricia Taylor,Male,Marketing,Marketing Specialist,29,1,1,2,2,1,5926,10,1,5,2,7,19,Travel_Rarely,Yes,Yes
EMP_01145,Carol Wright,Male,Marketing,Digital Marketing,44,3,4,3,1,4,9315,18,0,9,4,19,13,Travel_Rarely,Yes,No
EMP_00405,Jessica Miller,Male,Operations,Logistics Coordinator,31,3,2,2,4,4,9407,18,0,3,1,7,1,Travel_Rarely,No,No
EMP_01140,David Robinson,Male,Finance,Financial Analyst,36,2,3,4,4,4,5929,13,1,6,6,11,5,Non-Travel,No,No
EMP_00790,Kevin Smith,Female,Marketing,Marketing Manager,47,2,4,3,4,4,11733,23,1,12,7,16,3,Travel_Rarely,No,No
EMP_00700,Christopher Baker,Male,IT,IT Specialist,49,4,4,3,3,2,9457,21,2,19,5,28,7,Travel_Rarely,No,No
EMP_01951,James Green,Male,Operations,Quality Specialist,29,1,3,1,3,1,4202,10,0,5,0,7,13,Travel_Rarely,Yes,Yes
EMP_01384,Timothy Moore,Male,Finance,Controller,44,3,4,4,3,3,5936,11,0,10,6,21,6,Travel_Rarely,Yes,No
EMP_01201,James Harris,Male,Quality Assurance,QA Engineer,36,2,2,2,1,2,5178,18,1,6,3,13,8,Travel_Rarely,Yes,No
EMP_00579,Daniel Rivera,Female,Finance,Finance Manager,30,2,3,4,2,3,7540,20,1,4,3,7,20,Non-Travel,No,No
EMP_00392,Brian Robinson,Female,Product,UX Designer,31,5,4,4,3,3,11198,17,3,3,1,4,16,Non-Travel,No,No
EMP_00722,Betty Taylor,Male,IT,Network Engineer,48,4,3,2,3,2,12766,14,2,13,2,24,17,Non-Travel,No,No
EMP_01613,Thomas Clark,Male,Supply Chain,Inventory Manager,40,3,3,3,2,2,5521,13,1,9,4,11,7,Travel_Rarely,No,Yes
EMP_01426,Stephanie Scott,Female,Supply Chain,Logistics Manager,27,1,3,3,4,2,6487,14,3,2,1,4,3,Travel_Rarely,Yes,No
EMP_01752,Matthew Rodriguez,Male,Customer Service,Customer Success Manager,40,1,1,2,3,1,5641,11,0,1,1,17,10,Travel_Rarely,Yes,Yes
EMP_01859,Margaret White,Female,Operations,Operations Manager,37,2,2,1,1,3,6842,15,0,2,2,13,19,Travel_Rarely,Yes,Yes
EMP_01949,Susan Hill,Male,Administration,Administrative Coordinator,25,3,2,3,1,1,6001,12,0,5,3,5,24,Travel_Frequently,Yes,Yes
EMP_00554,Betty Garcia,Male,Quality Assurance,Quality Manager,37,2,2,4,3,4,14518,20,2,12,2,13,9,Travel_Rarely,No,No
EMP_01227,Jennifer Torres,Male,Finance,Controller,44,2,3,2,3,1,5749,16,0,2,0,11,21,Travel_Rarely,No,Yes
EMP_01336,Joseph Sanchez,Male,IT,Security Analyst,28,3,2,3,4,3,7124,13,0,3,0,6,7,Travel_Rarely,No,No
EMP_00637,Betty Sanchez,Male,Legal,Compliance Officer,51,4,3,4,4,3,6009,24,3,16,2,23,4,Travel_Rarely,Yes,No
EMP_01933,Kenneth Johnson,Female,Engineering,Technical Lead,43,1,1,1,2,3,4911,13,0,4,3,7,11,Travel_Frequently,Yes,Yes
EMP_00577,Rebecca Allen,Female,Marketing,Digital Marketing,49,4,3,2,4,4,14679,18,2,13,1,14,7,Non-Travel,No,No
EMP_00996,Mark Moore,Female,Research & Development,Innovation Specialist,36,2,3,4,3,3,9071,14,2,10,1,14,1,Non-Travel,Yes,No
EMP_01503,George Brown,Male,Customer Service,Customer Success Manager,42,3,3,3,1,1,9526,13,1,8,1,18,16,Travel_Rarely,Yes,No
EMP_01826,Kimberly Gonzalez,Female,Product,Product Manager,27,1,2,1,3,3,3879,11,0,1,0,1,12,Travel_Frequently,No,Yes
EMP_00974,Jennifer Hill,Female,Legal,Contract Specialist,34,4,4,4,3,4,13048,13,1,8,4,14,10,Travel_Rarely,No,No
EMP_00356,George Davis,Female,Product,Product Owner,54,3,3,3,4,3,9562,16,3,20,2,24,17,Travel_Rarely,No,No
EMP_00640,Steven Hall,Female,Administration,Receptionist,52,4,3,3,4,3,6447,18,0,20,2,26,16,Travel_Rarely,No,No
EMP_01381,Timothy Torres,Male,Supply Chain,Inventory Manager,27,4,4,2,3,2,8680,16,1,1,0,1,21,Travel_Rarely,No,No
EMP_01210,Anthony Rodriguez,Male,Sales,Business Development,44,3,2,2,2,2,6007,18,0,8,3,22,24,Non-Travel,No,No
EMP_00804,Karen Lewis,Male,Sales,Sales Manager,33,2,2,3,4,4,7731,13,1,9,3,9,6,Travel_Rarely,No,No
EMP_00505,Rebecca Lopez,Female,Finance,Accountant,33,2,3,4,4,3,13820,14,1,6,2,12,16,Travel_Rarely,No,No
EMP_01878,Ryan Davis,Female,Customer Service,Service Manager,43,2,3,3,3,2,4722,15,0,3,0,16,18,Travel_Rarely,No,Yes
EMP_01635,Michael Hernandez,Female,Human Resources,Recruiter,39,4,4,2,2,4,6161,22,1,7,6,14,15,Travel_Rarely,No,No
EMP_01470,Barbara Jackson,Female,Supply Chain,Inventory Manager,41,1,3,1,4,4,5392,19,0,1,0,11,5,Travel_Rarely,No,No
EMP_00388,Nancy Martinez,Male,Research & Development,R&D Manager,42,3,4,3,4,4,12350,15,1,7,3,16,20,Travel_Rarely,Yes,No
EMP_00043,Edward Young,Female,Administration,Executive Assistant,44,4,3,4,3,3,8846,15,3,8,2,17,7,Travel_Rarely,No,No
EMP_00277,Charles Martin,Female,Product,Product Owner,29,2,2,3,3,3,11311,16,1,7,3,7,4,Non-Travel,No,No
EMP_00878,Jennifer Sanchez,Female,Customer Service,Service Representative,37,3,2,4,3,3,11016,21,2,12,5,14,8,Travel_Rarely,No,No
EMP_01850,Jason Jones,Female,Operations,Operations Analyst,33,1,1,1,2,1,4701,10,0,4,0,5,18,Travel_Frequently,No,Yes
EMP_01868,Richard Brown,Male,IT,Security Analyst,28,1,3,2,2,1,5830,11,0,4,2,6,12,Travel_Rarely,Yes,Yes
EMP_00521,Margaret Miller,Female,Legal,Paralegal,41,2,3,4,3,2,12697,12,1,16,4,21,8,Non-Travel,No,No
EMP_00092,Sarah Williams,Male,Sales,Business Development,49,4,4,4,4,3,12068,25,0,7,5,24,17,Travel_Rarely,Yes,No
EMP_00949,Ryan King,Female,Human Resources,Training Manager,51,5,3,3,2,3,6161,24,2,20,9,21,17,Travel_Rarely,Yes,No
EMP_01987,Nancy Jackson,Female,IT,Network Engineer,44,1,2,3,3,1,4870,10,0,5,1,24,14,Travel_Frequently,No,Yes
EMP_01343,Joseph Taylor,Female,Quality Assurance,QA Lead,41,3,2,3,3,1,6962,14,1,3,2,12,5,Travel_Rarely,Yes,Yes
EMP_01342,Thomas Rodriguez,Male,Sales,Sales Representative,49,2,4,2,3,4,4652,20,1,4,4,16,7,Travel_Rarely,No,Yes
EMP_00527,Donna Rodriguez,Male,Research & Development,R&D Manager,28,3,3,4,3,4,13787,23,1,4,3,8,10,Non-Travel,Yes,No
EMP_00756,Dorothy Hall,Female,IT,IT Specialist,42,4,3,4,3,4,6253,17,2,18,1,21,13,Travel_Rarely,No,No
EMP_00586,Barbara Brown,Female,Quality Assurance,QA Lead,44,2,4,4,4,2,9335,19,1,14,1,17,20,Non-Travel,Yes,No
EMP_00849,George Smith,Female,Sales,Sales Representative,53,2,3,4,4,4,7789,25,2,14,9,15,11,Non-Travel,No,No
EMP_00294,Jessica Torres,Female,Legal,Compliance Officer,41,3,4,2,3,2,9654,23,1,13,3,14,20,Non-Travel,No,No
EMP_01025,John Davis,Female,Operations,Process Engineer,32,1,3,3,2,3,4910,13,1,3,3,9,3,Travel_Frequently,Yes,No
EMP_01854,Patricia Hall,Male,Legal,Contract Specialist,22,2,2,3,2,3,3855,13,0,2,1,2,10,Travel_Rarely,Yes,Yes
EMP_00582,Jessica King,Male,Sales,Business Development,34,5,4,4,3,3,13338,13,2,12,3,14,3,Travel_Rarely,No,No
EMP_00536,Jennifer Martin,Female,Supply Chain,Logistics Manager,31,3,2,3,4,4,8587,21,2,8,5,9,11,Travel_Frequently,Yes,No
EMP_00881,Betty Hill,Female,Finance,Financial Analyst,34,4,4,4,3,3,9058,17,2,11,6,12,12,Travel_Rarely,No,No
EMP_00380,James Wilson,Male,Customer Service,Service Manager,32,3,4,4,2,3,12898,15,1,4,1,9,8,Non-Travel,No,No
EMP_01608,Kevin Harris,Male,Engineering,DevOps Engineer,34,4,3,1,4,1,10330,13,0,9,6,11,12,Travel_Frequently,Yes,No
EMP_00215,Paul Nguyen,Female,Customer Service,Support Specialist,55,3,2,4,4,3,9138,16,0,19,10,26,18,Non-Travel,No,No
EMP_01759,Edward Taylor,Female,Supply Chain,Inventory Manager,41,3,2,3,1,2,5972,10,0,5,2,16,19,Travel_Frequently,Yes,Yes
EMP_01679,Robert Ramirez,Male,Engineering,DevOps Engineer,48,3,2,4,2,3,6314,18,0,3,1,6,5,Non-Travel,No,No
EMP_01592,Ashley Hall,Male,Product,Product Manager,25,2,2,1,3,3,9419,17,0,5,0,5,8,Travel_Rarely,No,No
EMP_01546,Edward Gonzalez,Male,Marketing,Marketing Manager,33,2,3,2,3,3,8522,14,1,4,0,10,21,Non-Travel,No,No
EMP_01253,Sharon Harris,Female,Operations,Logistics Coordinator,42,1,4,4,4,2,4760,19,1,4,4,6,3,Travel_Rarely,Yes,No
EMP_00180,Susan Smith,Female,Operations,Process Engineer,40,2,4,4,3,3,11880,17,2,5,5,12,13,Non-Travel,Yes,No
EMP_01238,Charles Hernandez,Female,Marketing,Content Manager,45,4,2,4,3,3,5997,20,2,6,1,20,15,Non-Travel,Yes,No
EMP_01830,Kevin Wilson,Male,Finance,Accountant,33,2,3,1,1,2,6257,12,0,1,0,10,18,Travel_Frequently,No,Yes
EMP_00543,Jennifer White,Male,Legal,Paralegal,29,4,3,3,4,4,7509,20,2,7,7,8,18,Non-Travel,No,No
EMP_01484,Michael Lewis,Male,Supply Chain,Logistics Manager,38,1,3,3,3,2,5283,13,0,7,0,10,23,Travel_Rarely,No,No
EMP_01337,Carol Rivera,Male,Quality Assurance,QA Engineer,24,3,3,4,3,3,10226,13,1,6,4,6,15,Non-Travel,No,Yes
EMP_00354,Emily Jackson,Female,Supply Chain,Supply Chain Analyst,41,3,3,4,3,2,6227,21,0,19,3,20,1,Travel_Rarely,No,No
EMP_01897,Sharon Harris,Female,IT,IT Manager,22,1,2,1,3,3,6467,11,0,3,0,3,25,Travel_Rarely,Yes,Yes
EMP_00076,Michelle White,Female,Operations,Operations Analyst,37,3,4,3,4,3,6120,22,0,13,4,15,7,Travel_Frequently,No,No
EMP_00869,Kimberly Nelson,Male,Sales,Sales Manager,44,5,4,4,3,3,7836,20,1,6,5,24,18,Travel_Rarely,No,No
EMP_00193,Sharon Smith,Female,Engineering,Software Engineer,43,3,3,4,4,3,9940,13,2,19,1,22,1,Travel_Rarely,No,No
EMP_01252,Charles Ramirez,Female,Legal,Paralegal,36,4,3,3,1,1,4593,22,3,5,0,13,10,Non-Travel,No,No
EMP_00690,Emily Taylor,Male,Product,Product Analyst,49,5,3,3,2,4,11070,20,2,11,7,16,3,Non-Travel,No,No
EMP_00184,Sharon Martin,Male,Operations,Logistics Coordinator,33,3,4,3,4,3,12586,17,0,4,1,5,19,Travel_Rarely,No,No
EMP_00452,Joshua Scott,Male,Sales,Sales Manager,51,4,3,3,2,3,6553,16,1,7,1,14,13,Travel_Rarely,Yes,No
EMP_01583,Emily Hernandez,Female,Quality Assurance,Quality Manager,45,3,2,3,2,2,4535,17,2,8,1,13,1,Travel_Frequently,Yes,Yes
EMP_00955,Ronald White,Male,Finance,Accountant,40,2,3,3,3,4,8243,17,3,7,7,19,6,Non-Travel,Yes,No
EMP_01634,William Williams,Female,Product,UX Designer,30,2,4,4,3,4,9708,14,3,6,4,7,14,Travel_Rarely,Yes,No
EMP_00925,Jennifer Martinez,Male,Operations,Operations Manager,48,4,2,3,2,2,6772,13,1,9,8,27,17,Non-Travel,No,No
EMP_01036,Patricia Jones,Male,IT,Security Analyst,24,3,4,4,1,4,7650,11,2,2,1,2,22,Non-Travel,No,No
EMP_01409,Donald Miller,Male,Supply Chain,Logistics Manager,29,2,4,2,3,3,4094,21,0,3,3,5,9,Non-Travel,Yes,No
EMP_01698,Timothy Young,Male,Legal,Legal Counsel,42,2,3,2,1,3,7918,19,0,7,4,16,11,Travel_Rarely,No,Yes
EMP_01138,Kenneth Adams,Female,Quality Assurance,Test Analyst,27,3,2,4,1,3,9919,19,1,10,3,10,20,Travel_Frequently,No,No
EMP_01308,Anthony Moore,Female,Quality Assurance,Quality Manager,45,3,3,2,1,3,7748,22,2,7,4,20,21,Non-Travel,Yes,No
EMP_01580,Mark Martin,Female,IT,IT Manager,26,3,3,3,4,1,8323,16,0,5,4,5,5,Travel_Frequently,No,No
EMP_00574,Donald Lee,Female,Sales,Account Executive,38,3,2,4,4,4,14771,17,0,16,4,18,20,Non-Travel,No,No
EMP_01001,Steven Perez,Male,Supply Chain,Inventory Manager,28,3,2,2,2,2,7382,17,0,1,0,6,11,Travel_Rarely,Yes,No
EMP_00633,Jason Scott,Female,Supply Chain,Procurement Specialist,50,2,3,4,3,3,12082,23,2,4,3,15,5,Travel_Rarely,No,No
EMP_01021,Timothy Hill,Female,Research & Development,R&D Manager,38,2,3,3,1,3,4969,14,1,5,3,15,12,Travel_Rarely,Yes,No
EMP_00727,Lisa Harris,Male,Customer Service,Customer Success Manager,52,3,3,4,3,4,10814,15,3,12,1,17,1,Travel_Rarely,No,No
EMP_01423,Sarah Williams,Female,Product,Product Manager,45,3,3,2,3,3,4098,18,3,10,3,15,23,Travel_Rarely,Yes,No
EMP_00353,Jennifer Jackson,Female,IT,Security Analyst,50,4,4,3,3,2,7302,13,2,10,5,30,3,Non-Travel,No,No
EMP_01420,Betty Nelson,Female,Quality Assurance,Quality Manager,31,1,3,1,1,2,6575,20,1,6,1,6,13,Travel_Rarely,No,No
EMP_00927,Daniel Hill,Female,Quality Assurance,QA Engineer,43,2,3,3,3,3,13444,14,0,6,2,11,12,Travel_Frequently,No,No
EMP_01513,Barbara Brown,Female,Customer Service,Support Specialist,43,3,3,3,3,3,8438,19,1,3,3,17,16,Travel_Rarely,No,No
EMP_00825,Brian Lewis,Male,Supply Chain,Inventory Manager,42,4,4,4,3,2,7817,14,0,7,6,20,17,Non-Travel,No,No
EMP_01785,Patricia Nelson,Female,Supply Chain,Logistics Manager,33,2,2,3,1,1,3034,14,0,3,3,9,20,Travel_Frequently,No,Yes
EMP_00261,Michelle Scott,Female,Marketing,Digital Marketing,47,5,3,3,4,2,7734,24,2,6,6,7,4,Travel_Rarely,No,No
EMP_00222,Joseph Harris,Female,Customer Service,Service Manager,42,2,3,4,4,3,13056,14,1,17,1,17,13,Travel_Rarely,No,No
EMP_00864,Donna Hernandez,Female,Customer Service,Service Representative,34,2,3,3,3,4,9008,16,0,5,3,5,18,Non-Travel,No,No
EMP_00449,Laura Brown,Male,Human Resources,HR Manager,46,4,4,4,3,4,6244,25,2,3,1,16,2,Non-Travel,No,No
EMP_01431,Kenneth Moore,Female,Supply Chain,Logistics Manager,28,2,3,3,2,2,7705,16,1,9,4,9,2,Non-Travel,No,No
EMP_00318,William Perez,Male,Legal,Paralegal,40,4,2,2,4,2,9873,23,1,10,9,19,8,Travel_Rarely,No,No
EMP_01561,Daniel Green,Male,Customer Service,Customer Success Manager,48,1,3,3,2,2,8029,20,3,3,1,23,4,Travel_Rarely,No,No
EMP_01791,Ronald Ramirez,Female,Human Resources,Recruiter,39,3,2,2,1,2,6782,11,0,5,2,16,22,Travel_Frequently,Yes,Yes
EMP_01796,Timothy Rodriguez,Female,Human Resources,Compensation Analyst,24,1,2,1,3,2,6433,12,0,2,0,2,18,Travel_Frequently,No,Yes
EMP_01579,Amanda Baker,Female,Customer Service,Customer Success Manager,48,1,2,2,4,3,8292,17,1,2,2,23,25,Non-Travel,Yes,No
EMP_00315,John Smith,Female,Administration,Office Manager,49,4,4,3,3,3,7764,25,1,5,2,8,18,Travel_Rarely,No,No
EMP_01598,Mark Brown,Female,Legal,Compliance Officer,26,1,2,2,4,1,4670,12,2,7,2,7,5,Travel_Frequently,Yes,No
EMP_01756,Timothy Johnson,Male,Marketing,Marketing Specialist,22,1,2,3,1,1,4782,10,0,2,0,2,23,Non-Travel,Yes,Yes
EMP_01432,Robert Rodriguez,Male,Finance,Accountant,35,3,4,2,1,2,8619,22,0,7,5,10,9,Non-Travel,No,No
EMP_01717,Christopher Smith,Male,Customer Service,Support Specialist,30,2,3,3,2,1,6165,11,0,1,0,9,16,Travel_Frequently,Yes,Yes
EMP_00517,Brian Lewis,Male,Operations,Process Engineer,34,3,2,4,4,4,11657,13,1,11,3,14,17,Travel_Rarely,No,No
EMP_00781,Susan Wright,Male,Customer Service,Customer Success Manager,36,4,3,4,3,3,12440,16,1,9,2,16,1,Travel_Rarely,No,No
EMP_00208,Lisa Green,Female,Sales,Sales Manager,41,4,2,4,3,4,11927,21,1,8,8,19,14,Travel_Frequently,No,No
EMP_00112,Thomas Hall,Male,Legal,Paralegal,48,4,3,3,3,4,13239,16,1,16,9,26,9,Non-Travel,No,No
EMP_01788,Mary Rodriguez,Female,IT,IT Manager,28,1,3,1,1,1,5852,11,1,4,0,5,17,Travel_Rarely,No,Yes
EMP_00197,Emily Nguyen,Male,Supply Chain,Procurement Specialist,38,4,3,2,3,3,14629,25,0,8,5,16,18,Travel_Rarely,No,No
EMP_01847,William King,Male,Administration,Administrative Coordinator,37,3,1,3,3,2,4065,12,1,4,1,14,12,Non-Travel,Yes,Yes
EMP_00370,Brian Green,Female,Customer Service,Service Representative,50,3,3,3,2,4,11824,15,2,20,5,22,9,Non-Travel,Yes,No
EMP_01921,Anthony Sanchez,Male,Sales,Business Development,28,1,1,1,1,3,5105,10,0,1,0,5,16,Travel_Frequently,Yes,Yes
EMP_01913,Jennifer Ramirez,Male,Human Resources,HR Specialist,45,1,1,1,2,1,4231,14,1,5,2,17,21,Travel_Rarely,Yes,Yes
EMP_00603,Patricia Johnson,Female,Marketing,Brand Strategist,55,3,3,4,3,4,6852,22,1,11,4,27,10,Non-Travel,Yes,No
EMP_01118,Paul Hall,Female,Marketing,Content Manager,25,3,2,3,2,1,9870,17,2,8,2,8,8,Non-Travel,No,No
EMP_00471,Steven Garcia,Male,Finance,Accountant,39,4,3,3,3,4,14402,22,2,15,2,16,11,Travel_Frequently,No,No
EMP_00037,Jeffrey Robinson,Female,Human Resources,HR Specialist,46,4,2,3,3,4,9727,20,0,4,2,26,13,Travel_Rarely,No,No
EMP_01450,Karen Gonzalez,Female,Supply Chain,Inventory Manager,36,2,3,1,4,3,9147,21,1,5,3,8,16,Non-Travel,Yes,No
EMP_01958,Robert Perez,Female,Human Resources,Recruiter,25,3,3,3,2,1,4360,12,0,1,1,4,13,Travel_Rarely,No,Yes
EMP_01149,Mark King,Female,Quality Assurance,Test Analyst,32,2,2,1,1,4,4421,21,3,1,1,6,4,Travel_Frequently,Yes,No
EMP_01093,Linda Walker,Male,Human Resources,Training Manager,25,4,3,4,2,3,10387,15,1,4,2,4,1,Travel_Rarely,Yes,No
EMP_01657,Sandra Wilson,Female,Administration,Administrative Coordinator,40,3,3,2,3,2,10288,18,1,9,0,9,16,Travel_Rarely,Yes,No
EMP_00816,Jeffrey Moore,Female,Research & Development,Research Scientist,53,2,3,3,3,3,14821,21,2,10,6,29,8,Travel_Rarely,No,No
EMP_01961,Jessica Lewis,Female,Sales,Sales Director,28,1,1,3,2,1,6134,12,1,3,2,7,20,Travel_Frequently,No,Yes
EMP_01027,Dorothy Jackson,Female,Supply Chain,Inventory Manager,48,1,2,1,3,1,8096,18,0,5,3,19,13,Travel_Frequently,Yes,No
EMP_01520,Margaret King,Male,Customer Service,Support Specialist,26,4,3,4,2,3,9855,20,1,3,3,4,10,Non-Travel,No,No
EMP_01593,James Johnson,Male,Legal,Compliance Officer,49,4,4,1,4,4,7814,12,3,8,1,24,3,Travel_Frequently,Yes,Yes
EMP_01994,Steven Anderson,Male,Legal,Compliance Officer,24,3,2,3,1,1,4597,11,1,5,2,5,13,Travel_Frequently,No,Yes
EMP_00151,Karen Thompson,Male,Legal,Paralegal,44,2,3,4,4,2,6392,19,2,18,8,24,4,Travel_Rarely,No,No
EMP_00432,Sandra Lee,Female,Operations,Quality Specialist,41,3,4,2,4,2,8303,21,3,17,7,20,8,Travel_Rarely,No,No
